DOC_ID,REPOSITORY,BOOK_SOURCE,VERBATIM,CONTAINING_ELEMENT,PATH_TO_ELEMENT
NDAR_V02_0560,"Colonial Williamsburg, Williamsburg",,"1. Tucker-Coleman Papers, CW.",doc,/TaggedPDF-doc/div/doc[560]/src
NDAR_V02_0561,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122.",doc,/TaggedPDF-doc/div/doc[561]/src
NDAR_V02_0562,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122. Count de Nozières was governor of Guadeloupe and Martinique.",doc,/TaggedPDF-doc/div/doc[562]/src
NDAR_V02_0563,"Library of Congress, Washington",,"1. PRO, Admiralty 1/485, LC Photocopy. The document was found in Martindale's possession when the Washington was taken by H.M.S. Fowey on December 4, 1775.",doc,/TaggedPDF-doc/div/doc[563]/src
NDAR_V02_0564,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. Gage Papers, CL.",doc,/TaggedPDF-doc/div/doc[564]/src
NDAR_V02_0565,,,"1. Pennsylvania Packet, November 6, 1775",doc,/TaggedPDF-doc/div/doc[565]/src
NDAR_V02_0566,"University of Virginia Library, Charlottesville",,"1. Hamond Papers, Orders received, 1775-1776, UVL.",doc,/TaggedPDF-doc/div/doc[566]/src
NDAR_V02_0567,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 141-143, BM.",doc,/TaggedPDF-doc/div/doc[567]/src
NDAR_V02_0568,"Public Record Office, London",,"1. PRO, Admiralty 51/804.",doc,/TaggedPDF-doc/div/doc[568]/src
NDAR_V02_0569,"Public Record Office, London",,"1. PRO, Admiralty 51/960.",doc,/TaggedPDF-doc/div/doc[569]/src
NDAR_V02_0570,"Public Record Office, London",,"1. PRO, Admiralty 51/398.",doc,/TaggedPDF-doc/div/doc[570]/src
NDAR_V02_0571,,,"1. Dexter, ed., Diary of Ezra Stiles, I, 623.",doc,/TaggedPDF-doc/div/doc[571]/src
NDAR_V02_0573,,,"1. Pennsylvania Colonial Records, X, 360.",doc,/TaggedPDF-doc/div/doc[573]/src
NDAR_V02_0574,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 129-131.",doc,/TaggedPDF-doc/div/doc[574]/src
NDAR_V02_0575,"Public Record Office, London",,"1. PRO, Admiralty 1/309.",doc,/TaggedPDF-doc/div/doc[575]/src
NDAR_V02_0576,"National Archives, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 218-221, NA; enclosed in Schuyler to the Continental Congress, October 11, 1775.",doc,/TaggedPDF-doc/div/doc[576]/src
NDAR_V02_0577,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 620, 621.",doc,/TaggedPDF-doc/div/doc[577]/src
NDAR_V02_0578,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[578]/src
NDAR_V02_0579,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 164, 150, 151.",doc,/TaggedPDF-doc/div/doc[579]/src
NDAR_V02_0580,,,"1. James T. Austin, The Life of Elbridge Gerry (Boston, 1828), I, 116, 117.",doc,/TaggedPDF-doc/div/doc[580]/src
NDAR_V02_0581,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[581]/src
NDAR_V02_0582,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 143-145, BM.",doc,/TaggedPDF-doc/div/doc[582]/src
NDAR_V02_0583,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 35.",doc,/TaggedPDF-doc/div/doc[583]/src
NDAR_V02_0584,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[584]/src
NDAR_V02_0585,"Public Record Office, London",,"1. PRO, Admiralty 51/804.",doc,/TaggedPDF-doc/div/doc[585]/src
NDAR_V02_0586,"Public Record Office, London",,"1. PRO, Admiralty 51/960.",doc,/TaggedPDF-doc/div/doc[586]/src
NDAR_V02_0589,,,"1. Hoadly, ed., Connecticut Records, XV, 131, 132.",doc,/TaggedPDF-doc/div/doc[589]/src
NDAR_V02_0590,"Connecticut State Library, Hartford",,"1. Trumbull Papers, vol. 29, 207-208, ConnSL.",doc,/TaggedPDF-doc/div/doc[590]/src
NDAR_V02_0591,,,"1. Pennsylvania Packet, October 23, 1775.",doc,/TaggedPDF-doc/div/doc[591]/src
NDAR_V02_0594,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 284-286.",doc,/TaggedPDF-doc/div/doc[594]/src
NDAR_V02_0595,,,"1. New York Provincial Congress, I, 171-172.",doc,/TaggedPDF-doc/div/doc[595]/src
NDAR_V02_0596,,,"1. Pennsylvania Colonial Records, X, 360, 361.",doc,/TaggedPDF-doc/div/doc[596]/src
NDAR_V02_0597,"New-York Historical Society, New York",,"1. Rufus King Papers, vol. 84, NYHS.",doc,/TaggedPDF-doc/div/doc[597]/src
NDAR_V02_0598,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122, 53h; translation.",doc,/TaggedPDF-doc/div/doc[598]/src
NDAR_V02_0599,,,"1. Collections of the New Hampshire Historical Society, VII, 20.",doc,/TaggedPDF-doc/div/doc[599]/src
NDAR_V02_0600,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[600]/src
NDAR_V02_0601,,,"1. Essex Institute Historical Collections, XLIX, 92.",doc,/TaggedPDF-doc/div/doc[601]/src
NDAR_V02_0602,,,"1. Essex Institute Historical Collections, XLIII, 117-118.",doc,/TaggedPDF-doc/div/doc[602]/src
NDAR_V02_0603,"Public Record Office, London",,"1. PRO, Admiralty 51/629.",doc,/TaggedPDF-doc/div/doc[603]/src
NDAR_V02_0604,"Library of Congress, Washington",,"1. Prizes and Captures, No. 25, LC.",doc,/TaggedPDF-doc/div/doc[604]/src
NDAR_V02_0605,"Library of Congress, Washington",,"1. Prizes and Captures, No. 13, LC.",doc,/TaggedPDF-doc/div/doc[605]/src
NDAR_V02_0606,"Historical Society of Pennsylvania, Philadelphia",,"1. American Manuscripts, 611, HSP.",doc,/TaggedPDF-doc/div/doc[606]/src
NDAR_V02_0607,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[607]/src
NDAR_V02_0608,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 146, BM.",doc,/TaggedPDF-doc/div/doc[608]/src
NDAR_V02_0609,"Massachusetts Historical Society, Boston",,"1. Robert Treat Paine Papers, MassHS. Paine was a Massachusetts delegate in the Continental Congress.",doc,/TaggedPDF-doc/div/doc[609]/src
NDAR_V02_0610,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[610]/src
NDAR_V02_0611,"Rhode Island Historical Society, Providence",,"1. Nicholas Cooke Papers, vol. 1, RIHS.",doc,/TaggedPDF-doc/div/doc[611]/src
NDAR_V02_0612,"Public Record Office, London",,"1. PRO, Admiralty 51/804.",doc,/TaggedPDF-doc/div/doc[612]/src
NDAR_V02_0613,"New York Public Library, New York",,"1. Schuyler Papers, vol. XVI, NYPL. This was not the first time Captain Thompson had provided intelligence. See Livingston to the New York delegates in the Continental Congress, June 14, 1775, Volume 1, 682-683.",doc,/TaggedPDF-doc/div/doc[613]/src
NDAR_V02_0614,,"William H. W. Sabine, ed., Historical Memoirs from 16 March 1763 to 9 July 1776 of William Smith, Historian of the Province of New York, Member of the Governor's Council and last Chief Justice of That Province under the Crown (New York, 1956). ","1. Sabine, ed., Memoirs of William Smith.",doc,/TaggedPDF-doc/div/doc[614]/src
NDAR_V02_0615,"Public Record Office, London",,"1. PRO, Admiralty 1/485.",doc,/TaggedPDF-doc/div/doc[615]/src
NDAR_V02_0616,,"Julian P. Boyd, ed., The Papers of Thomas Jefferson (Princeton, 1952).","1. Julian P. Boyd, ed., The Papers of Thomas Jefferson (Princeton, 1952), I, 246-247. Hereafter cited as Boyd, ed., Jefferson Papers.",doc,/TaggedPDF-doc/div/doc[616]/src
NDAR_V02_0617,,,"1. Pennsylvania Colonial Records X, 362.",doc,/TaggedPDF-doc/div/doc[617]/src
NDAR_V02_0618,"Maryland Historical Society, Baltimore",,"1. Register of the Port of Oxford, MdHS. Benedict Calvert, Collector of Patuxent District, acknowledged on October 10, 1775 the receipt of the above sum as the ""2/3 of all Fees.""",doc,/TaggedPDF-doc/div/doc[618]/src
NDAR_V02_0619,"Colonial Williamsburg, Williamsburg",,"1. Tucker-Coleman Papers, CW.",doc,/TaggedPDF-doc/div/doc[619]/src
NDAR_V02_0620,"William L. Clements Library, University of Michigan, Ann Arbor",,"1. James Iredell Papers, vol. 4, UNCL. An abstract of all Entries and Clearances from the Port of Roanoke after December 1, 1774, will be found in Appendix B. This extract is from quarter ending October 10, 1775.",doc,/TaggedPDF-doc/div/doc[620]/src
NDAR_V02_0621,,,"1. Proceedings of the Governor's Council, 295-297, Bda. Arch.",doc,/TaggedPDF-doc/div/doc[621]/src
NDAR_V02_0622,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[622]/src
NDAR_V02_0623,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 620.",doc,/TaggedPDF-doc/div/doc[623]/src
NDAR_V02_0624,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[624]/src
NDAR_V02_0625,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[625]/src
NDAR_V02_0626,"Public Record Office, London",,"1. PRO, Admiralty 51/629.",doc,/TaggedPDF-doc/div/doc[626]/src
NDAR_V02_0627,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[627]/src
NDAR_V02_0628,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, I, 146-148, BM.",doc,/TaggedPDF-doc/div/doc[628]/src
NDAR_V02_0629,,,"1. Ship Peggy, William Barron, master.",doc,/TaggedPDF-doc/div/doc[629]/src
NDAR_V02_0630,,"Peter Force, comp., American Archives, Fourth Series (Washington, 1837-1853).","1. Force, comp., American Archives, 4th, III, 1016.",doc,/TaggedPDF-doc/div/doc[630]/src
NDAR_V02_0631,,,"1. Minutes of the Provincial Congress and the Council of Safety of the State of New Jersey (Trenton, 1879), 204-206. Hereafter cited as New Jersey Provincial Congress.",doc,/TaggedPDF-doc/div/doc[631]/src
NDAR_V02_0632,"National Archives, Washington",,"1. Papers CC (Letter Books of the President of Congress), 12A, IV, 13-16, NA.",doc,/TaggedPDF-doc/div/doc[632]/src
NDAR_V02_0633,,,"1. Pennsylvania Colonial Records, X, 362-363.",doc,/TaggedPDF-doc/div/doc[633]/src
NDAR_V02_0634,,,1. The parenthetical remark is by the editor of the Pennsylvania Journal.,doc,/TaggedPDF-doc/div/doc[634]/src
NDAR_V02_0636,"Public Record Office, London",,"1. PRO, Admiralty 51/506.",doc,/TaggedPDF-doc/div/doc[636]/src
NDAR_V02_0637,"Public Record Office, London",,"1. PRO, Admiralty 51/663.",doc,/TaggedPDF-doc/div/doc[637]/src
NDAR_V02_0638,"North Carolina Department of Archives and History, Raleigh",,"1. Secretary of State Papers (Committee of Safety 1774-1776), NCDAH.",doc,/TaggedPDF-doc/div/doc[638]/src
NDAR_V02_0639,,,"1. Proceedings of the Governor's Council, 297-299, Bda. Arch.",doc,/TaggedPDF-doc/div/doc[639]/src
NDAR_V02_0640,"Public Record Office, London",,"1. PRO, Colonial Office, 5/122; translation.",doc,/TaggedPDF-doc/div/doc[640]/src
NDAR_V02_0641,"Public Record Office, London",,"1. PRO, Admiralty 51/466.",doc,/TaggedPDF-doc/div/doc[641]/src
NDAR_V02_0642,,"Nathaniel Bouton, ed., Provincial Papers, Documents and Records Relating to the Province of New Hampshire From 1764 to 1776, (Nashua, 1873). ","1. Bouton, ed., Documents and Records of New Hampshire, VII, 624.",doc,/TaggedPDF-doc/div/doc[642]/src
NDAR_V02_0643,"Library of Congress, Washington",,"1. Prizes and Captures, No. 267, LC.",doc,/TaggedPDF-doc/div/doc[643]/src
NDAR_V02_0644,"Library of Congress, Washington",,"1. Prizes and Captures, No. 141, LC.",doc,/TaggedPDF-doc/div/doc[644]/src
NDAR_V02_0645,"Library of Congress, Washington",,"1. John Hancock Papers, vol. II, 58, LC; enclosed in Washington to Hancock, October 12, 1775.",doc,/TaggedPDF-doc/div/doc[645]/src
NDAR_V02_0646,"Library of Congress, Washington",,"1. John Hancock Papers, vol. II, 53-56, LC. Printed in Fitzpatrick ed. Writings of Washington, IV, 22-25.",doc,/TaggedPDF-doc/div/doc[646]/src
NDAR_V02_0647,"Library of Congress, Washington",,"1. Washington Papers, LC",doc,/TaggedPDF-doc/div/doc[647]/src
NDAR_V02_0648,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[648]/src
NDAR_V02_0650,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[650]/src
NDAR_V02_0651,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 98, BM.",doc,/TaggedPDF-doc/div/doc[651]/src
NDAR_V02_0652,"British Museum, London","The Conduct of Vice-Admiral Graves in North America in 1774, 1775 and January 1776, Gay Transcript, I, 31, MassHS. Original in British Museum, Ms 14038","1. Graves's Conduct, Appendix, 97-98, BM.",doc,/TaggedPDF-doc/div/doc[652]/src
NDAR_V02_0653,"Library of Congress, Washington",,"1. Prizes and Captures, No. 69, LC. This is an example of the itemized accounts for the Harrison, which, together with those for the armed brig Washington, were submitted to General Washington by William Watson, Continental Agent at Plymouth, along with his general account for both vessels on December 19, 1775. The general account will be found in Appendix C.",doc,/TaggedPDF-doc/div/doc[653]/src
NDAR_V02_0654,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[654]/src
NDAR_V02_0655,"John Carter Brown Library, Providence",,"1. Nicholas Brown Papers, JCBL.",doc,/TaggedPDF-doc/div/doc[655]/src
NDAR_V02_0656,,,"1. New York Gazette, October 23, 1775.",doc,/TaggedPDF-doc/div/doc[656]/src
NDAR_V02_0657,"Rhode Island Historical Society, Providence",,"1. Nicholas Cooke Papers, II, 18, RIHS.",doc,/TaggedPDF-doc/div/doc[657]/src
NDAR_V02_0658,,,"1. New York Provincial Congress, I, 174.",doc,/TaggedPDF-doc/div/doc[658]/src
NDAR_V02_0659,"Library of Congress, Washington",,"1. Washington Papers, LC. Woodhull was president of the New York Provincial Congress.",doc,/TaggedPDF-doc/div/doc[659]/src
NDAR_V02_0660,,,"1. New York Provincial Congress, I, 171-174.",doc,/TaggedPDF-doc/div/doc[660]/src
NDAR_V02_0661,,,"1. Pennsylvania Colonial Records, X, 363-365.",doc,/TaggedPDF-doc/div/doc[661]/src
NDAR_V02_0662,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 134, 135.",doc,/TaggedPDF-doc/div/doc[662]/src
NDAR_V02_0663,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 135-136. Enclosed in John Adams to James Warren, October 12, 1775.",doc,/TaggedPDF-doc/div/doc[663]/src
NDAR_V02_0664,"Pennsylvania Archives, Harrisburg",,"1. Committee of Safety, Navy Papers (January 3, 1775-July 29, 1776), Pa. Arch; endorsed ""List of Galley Officers.""",doc,/TaggedPDF-doc/div/doc[664]/src
NDAR_V02_0665,"Historical Society of Pennsylvania, Philadelphia",,"1. Simon Gratz Autograph Collection, Case 5, Box 27, HSP.",doc,/TaggedPDF-doc/div/doc[665]/src
NDAR_V02_0666,,,"1. Purdie's Virginia Gazette, October 13, 1775.",doc,/TaggedPDF-doc/div/doc[666]/src
NDAR_V02_0667,"Public Record Office, London",,"1. PRO, Admiralty 51/663.",doc,/TaggedPDF-doc/div/doc[667]/src
NDAR_V02_0668,"Library of Congress, Washington",,"1. John Hancock Papers, III, 263-264, LC; copy in Schuyler to Congress, October 14, 1775, Papers CC (Letters of Major General Philip Schuyler), 153, I, 226, 227, NA.",doc,/TaggedPDF-doc/div/doc[668]/src
NDAR_V02_0669,"National Archives, Washington",,"1. Papers CC (Letters of Major General Philip Schuyler), 153, I, 228, NA; enclosed in Montgomery to Schuyler, October 13, 1775.",doc,/TaggedPDF-doc/div/doc[669]/src
NDAR_V02_0670,"Library of Congress, Washington",,"1. John Hancock Papers, III, 305-307, LC.",doc,/TaggedPDF-doc/div/doc[670]/src
NDAR_V02_0671,"Maine Historical Society, Portland",,"1. Falmouth Collection, MeHS.",doc,/TaggedPDF-doc/div/doc[671]/src
NDAR_V02_0672,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[672]/src
NDAR_V02_0673,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[673]/src
NDAR_V02_0674,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[674]/src
NDAR_V02_0676,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[676]/src
NDAR_V02_0677,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[677]/src
NDAR_V02_0678,,"John C. Fitzpatrick, ed., The Writings of George Washington (Washington, 1921-1940). ","1. Fitzpatrick, ed., Writings of Washington, IV, 25-28.",doc,/TaggedPDF-doc/div/doc[678]/src
NDAR_V02_0679,"Library of Congress, Washington",,"1. Washington Papers, LC.",doc,/TaggedPDF-doc/div/doc[679]/src
NDAR_V02_0686,,,"1. New York Gazette, October 23, 1775. Hicks was mayor of New York City.",doc,/TaggedPDF-doc/div/doc[686]/src
NDAR_V02_0687,,,"1. New York Gazette, October 23, 1775.",doc,/TaggedPDF-doc/div/doc[687]/src
NDAR_V02_0688,,,"1. New York Provincial Congress, I, 174-175.",doc,/TaggedPDF-doc/div/doc[688]/src
NDAR_V02_0689,,"Worthington C. Ford, et al., eds., Journals of the Continental Congress (Washington, 1904-1937).","1. Ford, ed., JCC, III, 293-294.",doc,/TaggedPDF-doc/div/doc[689]/src
NDAR_V02_0690,,,"1. Hazard, et al., eds., Pennsylvania Archives, 1st series, IV, 666-667.",doc,/TaggedPDF-doc/div/doc[690]/src
NDAR_V02_0691,,,"1. Pennsylvania Colonial Records, X, 365.",doc,/TaggedPDF-doc/div/doc[691]/src
NDAR_V02_0692,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 139, 140.",doc,/TaggedPDF-doc/div/doc[692]/src
NDAR_V02_0693,,"Warren-Adams Letters, Being Chiefly a Correspondence Among John Adams, Samuel Adams, and James Warren, 1743-1814 (Boston, 1917-25). ","1. Warren-Adams Letters, I, 136-139. This is Adams' second letter to James Warren of this date.",doc,/TaggedPDF-doc/div/doc[693]/src
NDAR_V02_0695,,,"1. South Carolina Historical and Genealogical Magazine, II, 266.",doc,/TaggedPDF-doc/div/doc[695]/src
NDAR_V02_0696,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 138, 238-241.",doc,/TaggedPDF-doc/div/doc[696]/src
NDAR_V02_0697,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 138, 242-243. Sent undated to General Court October 14, 1775, in custody of George Stillman.",doc,/TaggedPDF-doc/div/doc[697]/src
NDAR_V02_0698,"Public Record Office, London",,"1. PRO, Admiralty 52/1637.",doc,/TaggedPDF-doc/div/doc[698]/src
NDAR_V02_0699,"Massachusetts Archives, Boston",,"1. Mass. Arch., vol. 164, 152.",doc,/TaggedPDF-doc/div/doc[699]/src
NDAR_V02_0700,"Massachusetts Archives, Boston",,"1. Journal of the House of Representatives, Mass. Arch.",doc,/TaggedPDF-doc/div/doc[700]/src
NDAR_V02_0701,"Maryland Historical Society, Baltimore",,"1. Otho Holland Williams Papers, Letter Book No. 1, MdHS. Williams was first lieutenant of Michael Cresap's company of Virginia riflemen.",doc,/TaggedPDF-doc/div/doc[701]/src
