"Congress"	"ORGANIZATION"		" I "	" 326 ."																				
																								
		"2 ."																						
																								
		"The sloop "	" unnamed "	" was bound from"																				
"New Jersey"	"LOCATION"	"' toVthe"																						
"Hudson River"	"LOCATION"	"above"																						
"New York"	"LOCATION"		" and was seized February 6 "	1776	" by the"																			
"Asia"	"LOCATION"	0																						
																								
																								
"Shuldham"	"PERSON"	"'s Prize List "	" May 23 "	17.76	" PRO "	" Ad - miralty 11484 ."																		
																								
		"-LSB-"																						
"Philadelphia"	"LOCATION"	"-RSB- Tuesday "	" February 27 "	" 1776 The committee "	" to whom the letters from"																			
"Christopher Leffingwell"	"PERSON"	"and others "	" concerning the brig"																					
"Nancy"	"PERSON"		" commanded by"																					
"Thomas Davis"	"PERSON"		" and her cargo "	" were referred "	" brought in their report "	" which being taken into consid - eration "	" Resolved "	" That the case of the said brigantine and cargo "	" pertaineth to the judicature established in the colony of"															
"Connecticut"	"LOCATION"	"for hearing and de - termining matters of the same kind .2 r AMERICAN THEATRE Resolved "	" That it be recommended to the convention of"																					
"New Jersey"	"LOCATION"		" to have the cargo of the transport"																					
"Blue Mountain Valley"	"LOCATION"	"landed "	" and secured in some safe place "	" till further ordeis of"																				
"Congress"	"ORGANIZATION"	0																						
																								
		"1 ."																						
																								
																								
"Ford"	"ORGANIZATION"		" ed. "																					
"JCC"	"ORGANIZATION"		" IV "	" 173-75 ."																				
																								
		"2 ."																						
																								
		"See Journal of the"																						
"Continental Congress"	"ORGANIZATION"		" February 23 "	1776	" and footnote ."																			
																								
		"DIARYOF RICHARDSMITH -LSB-"																						
"Philadelphia"	"LOCATION"	"-RSB- Tuesday 27 -LSB- February -RSB- ."																						
																								
		"A Motion by"																						
"E. Rutledge"	"PERSON"	"to countermand"																						
"Gen Lee"	"PERSON"	"'s"																						
"Journey to Canada &"	"ORGANIZATION"	"send Him to command the"																						
"Southern Colonies"	"ORGANIZATION"	"was discussed & postponed till Tomorrow - An Order passed requestg the Jersey Convention to secure the ship and Cargo at"																						
"Eliza - beth Town"	"LOCATION"	"till further Direction -"																						
"Rob"	"PERSON"	0																						
																								
																								
"Morris"	"PERSON"	"produced Letters just recd from "																						
"Bristol"	"LOCATION"	"with a Copy of the Ministerial"																						
"Bill"	"PERSON"	"for seizing all American Ships which were read "	" One letter says their"																					
"American Army"	"ORGANIZATION"	"will be about 25000 Strong "	" Part of it to be directed agt the Southern Colonies Part agt N.York "	" that the Whigs are under the Marquis of"																				
"Rockingham"	"LOCATION"	"and will de - sert Us if We aim at Independency "	" otherwise not "	" that Commissioners are certainly coming out to treat ... the"																				
"Bill"	"PERSON"	"is very long & cruel - 1 ."																						
																								
																								
"Richard Smith"	"PERSON"	"'s Diary "	" LC ."																					
																								
		"2 ."																						
																								
		"The ship"																						
"Blue Mountain Valley"	"LOCATION"	0																						
																								
		0																						
																								
			" COMMITTEE CONGRESS OF THE CONTINENTAL TO THE"																					
"BALTIMORE"	"LOCATION"	"COMMITTEE Gentlemen :"																						
"Philada Febry"	"PERSON"	"27th 1776 We take the earliest Opportunity to send You the enclosed Resolution of"																						
"Congress"	"ORGANIZATION"		" ?"																					
																								
		"& to request your immediate Attention thereto "	" & that You will inform Us of the Number & Circumstances of the Permits which have been granted & the Destination of the Vessells for Exporting the produce of the Colonies in Consequence of the"																					
"Importation of Ammunition & warlike Stores"	"ORGANIZATION"	0																						
																								
		"We are appointed to make Inquiry into this Subject ."																						
																								
		"We are Gent Wc .1 ."																						
																								
		"L -LSB-"																						
"James -RSB- Duane -LSB- William -RSB- Livingston"	"PERSON"	"-LSB-"																						
"Samuel -RSB- Chase"	"PERSON"	"-LSB-"																						
"George -RSB- Wythe -LSB- James -RSB- Wilson"	"PERSON"	"P S. a Schooner arrived in the"																						
"River"	"LOCATION"	"last Night from"																						
"Hispaniola"	"LOCATION"		" with Arms & powder - Qty unknown ."																					
																								
		"1 ."																						
																								
		"Purviance Papers "	" MdHS ."																					
																								
		"2 ."																						
																								
		"Resolve of Monday "	" February 26 "	1776	" see Journal of the"																			
"Continental Congress"	"ORGANIZATION"	0																						
																								
		"ROBERTALEXANDER COUNCIL TO THE "																						
"MARYLAND"	"LOCATION"	"OF SAFETY -LSB- Extract -RSB- "																						
"Phila"	"PERSON"	"27 Feby 1776 ... ."																						
																								
		"I called on Mr -LSB-"																						
"Robert -RSB- Morris"	"PERSON"	"to know `` the quantity'of Arms & powder imported by him for the province "	" he was from home "	" his Clerk in - form -LSB- ed -RSB- me about 400 stand of - arms & 3500 lbs of Cannon powder "	" I have directed a Gent of"																			
